a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19
772,comm1,70174016,108322,RANK_1STSGT,RANK_1STSGT_FULL356,icon_alien_rank_comm354,70282338,ranked_up_773,,,,,,773,773,,RANK_SGT_FULL_N,,0
773,comm1,70282338,108345,RANK_1STSGT,RANK_1STSGT_FULL357,icon_alien_rank_comm355,70390682,ranked_up_774,,,,,,774,774,,RANK_SGT_FULL_N,,0
774,comm1,70390682,108367,RANK_1STSGT,RANK_1STSGT_FULL358,icon_alien_rank_comm356,70499050,ranked_up_775,,,,,,775,775,,RANK_SGT_FULL_N,,0
775,comm1,70499050,108390,RANK_1STSGT,RANK_1STSGT_FULL359,icon_alien_rank_comm357,70607440,ranked_up_776,,,,,,776,776,,RANK_SGT_FULL_N,,0
776,comm1,70607440,108413,RANK_1STSGT,RANK_1STSGT_FULL360,icon_alien_rank_comm358,70715852,ranked_up_777,,,,,,777,777,,RANK_SGT_FULL_N,,0
777,comm1,70715852,108435,RANK_1STSGT,RANK_1STSGT_FULL361,icon_alien_rank_comm359,70824288,ranked_up_778,,,,,,778,778,,RANK_SGT_FULL_N,,0
778,comm1,70824288,108458,RANK_1STSGT,RANK_1STSGT_FULL362,icon_alien_rank_comm360,70932746,ranked_up_779,,,,,,779,779,,RANK_SGT_FULL_N,,0
779,comm1,70932746,108481,RANK_1STSGT,RANK_1STSGT_FULL363,icon_alien_rank_comm361,71041226,ranked_up_780,,,,,,780,780,,RANK_SGT_FULL_N,,0
780,comm1,71041226,108503,RANK_1STSGT,RANK_1STSGT_FULL364,icon_alien_rank_comm362,71149729,ranked_up_781,,,,,,781,781,,RANK_SGT_FULL_N,,0
781,comm1,71149729,108526,RANK_1STSGT,RANK_1STSGT_FULL365,icon_alien_rank_comm363,71258255,ranked_up_782,,,,,,782,782,,RANK_SGT_FULL_N,,0
782,comm1,71258255,108548,RANK_1STSGT,RANK_1STSGT_FULL366,icon_alien_rank_comm364,71366803,ranked_up_783,,,,,,783,783,,RANK_SGT_FULL_N,,0
783,comm1,71366803,108571,RANK_1STSGT,RANK_1STSGT_FULL367,icon_alien_rank_comm365,71475374,ranked_up_784,,,,,,784,784,,RANK_SGT_FULL_N,,0
784,comm1,71475374,108593,RANK_1STSGT,RANK_1STSGT_FULL368,icon_alien_rank_comm366,71583967,ranked_up_785,,,,,,785,785,,RANK_SGT_FULL_N,,0
785,comm1,71583967,108615,RANK_1STSGT,RANK_1STSGT_FULL369,icon_alien_rank_comm367,71692582,ranked_up_786,,,,,,786,786,,RANK_SGT_FULL_N,,0
786,comm1,71692582,108638,RANK_1STSGT,RANK_1STSGT_FULL370,icon_alien_rank_comm368,71801220,ranked_up_787,,,,,,787,787,,RANK_SGT_FULL_N,,0
787,comm1,71801220,108660,RANK_1STSGT,RANK_1STSGT_FULL371,icon_alien_rank_comm369,71909880,ranked_up_788,,,,,,788,788,,RANK_SGT_FULL_N,,0
788,comm1,71909880,108683,RANK_1STSGT,RANK_1STSGT_FULL372,icon_alien_rank_comm370,72018563,ranked_up_789,,,,,,789,789,,RANK_SGT_FULL_N,,0
789,comm1,72018563,108705,RANK_1STSGT,RANK_1STSGT_FULL373,icon_alien_rank_comm371,72127267,ranked_up_790,,,,,,790,790,,RANK_SGT_FULL_N,,0
790,comm1,72127267,108727,RANK_1STSGT,RANK_1STSGT_FULL374,icon_alien_rank_comm372,72235995,ranked_up_791,,,,,,791,791,,RANK_SGT_FULL_N,,0
791,comm1,72235995,108749,RANK_1STSGT,RANK_1STSGT_FULL375,icon_alien_rank_comm373,72344744,ranked_up_792,,,,,,792,792,,RANK_SGT_FULL_N,,0
792,comm1,72344744,108772,RANK_1STSGT,RANK_1STSGT_FULL376,icon_alien_rank_comm374,72453515,ranked_up_793,,,,,,793,793,,RANK_SGT_FULL_N,,0
793,comm1,72453515,108794,RANK_1STSGT,RANK_1STSGT_FULL377,icon_alien_rank_comm375,72562309,ranked_up_794,,,,,,794,794,,RANK_SGT_FULL_N,,0
794,comm1,72562309,108816,RANK_1STSGT,RANK_1STSGT_FULL378,icon_alien_rank_comm376,72671125,ranked_up_795,,,,,,795,795,,RANK_SGT_FULL_N,,0
795,comm1,72671125,108838,RANK_1STSGT,RANK_1STSGT_FULL379,icon_alien_rank_comm377,72779963,ranked_up_796,,,,,,796,796,,RANK_SGT_FULL_N,,0
796,comm1,72779963,108860,RANK_1STSGT,RANK_1STSGT_FULL380,icon_alien_rank_comm378,72888823,ranked_up_797,,,,,,797,797,,RANK_SGT_FULL_N,,0
797,comm1,72888823,108882,RANK_1STSGT,RANK_1STSGT_FULL381,icon_alien_rank_comm379,72997705,ranked_up_798,,,,,,798,798,,RANK_SGT_FULL_N,,0
798,comm1,72997705,108904,RANK_1STSGT,RANK_1STSGT_FULL382,icon_alien_rank_comm380,73106609,ranked_up_799,,,,,,799,799,,RANK_SGT_FULL_N,,0
799,comm1,73106609,108926,RANK_1STSGT,RANK_1STSGT_FULL383,icon_alien_rank_comm381,73215536,ranked_up_800,,,,,,800,800,,RANK_SGT_FULL_N,,0
800,comm1,73215536,108948,RANK_1STSGT,RANK_1STSGT_FULL384,icon_alien_rank_comm382,73324484,ranked_up_801,,,,,,801,801,,RANK_SGT_FULL_N,,0
801,comm1,73324484,108970,RANK_1STSGT,RANK_1STSGT_FULL385,icon_alien_rank_comm383,73433454,ranked_up_802,,,,,,802,802,,RANK_SGT_FULL_N,,0
802,comm1,73433454,108992,RANK_1STSGT,RANK_1STSGT_FULL386,icon_alien_rank_comm384,73542446,ranked_up_803,,,,,,803,803,,RANK_SGT_FULL_N,,0
803,comm1,73542446,109014,RANK_1STSGT,RANK_1STSGT_FULL387,icon_alien_rank_comm385,73651460,ranked_up_804,,,,,,804,804,,RANK_SGT_FULL_N,,0
804,comm1,73651460,109036,RANK_1STSGT,RANK_1STSGT_FULL388,icon_alien_rank_comm386,73760496,ranked_up_805,,,,,,805,805,,RANK_SGT_FULL_N,,0
805,comm1,73760496,109058,RANK_1STSGT,RANK_1STSGT_FULL389,icon_alien_rank_comm387,73869554,ranked_up_806,,,,,,806,806,,RANK_SGT_FULL_N,,0
806,comm1,73869554,109080,RANK_1STSGT,RANK_1STSGT_FULL390,icon_alien_rank_comm388,73978634,ranked_up_807,,,,,,807,807,,RANK_SGT_FULL_N,,0
807,comm1,73978634,109101,RANK_1STSGT,RANK_1STSGT_FULL391,icon_alien_rank_comm389,74087735,ranked_up_808,,,,,,808,808,,RANK_SGT_FULL_N,,0
808,comm1,74087735,109123,RANK_1STSGT,RANK_1STSGT_FULL392,icon_alien_rank_comm390,74196858,ranked_up_809,,,,,,809,809,,RANK_SGT_FULL_N,,0
809,comm1,74196858,109145,RANK_1STSGT,RANK_1STSGT_FULL393,icon_alien_rank_comm391,74306003,ranked_up_810,,,,,,810,810,,RANK_SGT_FULL_N,,0
810,comm1,74306003,109167,RANK_1STSGT,RANK_1STSGT_FULL394,icon_alien_rank_comm392,74415170,ranked_up_811,,,,,,811,811,,RANK_SGT_FULL_N,,0
811,comm1,74415170,109188,RANK_1STSGT,RANK_1STSGT_FULL395,icon_alien_rank_comm393,74524358,ranked_up_812,,,,,,812,812,,RANK_SGT_FULL_N,,0
812,comm1,74524358,109210,RANK_1STSGT,RANK_1STSGT_FULL396,icon_alien_rank_comm394,74633568,ranked_up_813,,,,,,813,813,,RANK_SGT_FULL_N,,0
813,comm1,74633568,109232,RANK_1STSGT,RANK_1STSGT_FULL397,icon_alien_rank_comm395,74742800,ranked_up_814,,,,,,814,814,,RANK_SGT_FULL_N,,0
814,comm1,74742800,109253,RANK_1STSGT,RANK_1STSGT_FULL398,icon_alien_rank_comm396,74852053,ranked_up_815,,,,,,815,815,,RANK_SGT_FULL_N,,0
815,comm1,74852053,109275,RANK_1STSGT,RANK_1STSGT_FULL399,icon_alien_rank_comm397,74961328,ranked_up_816,,,,,,816,816,,RANK_SGT_FULL_N,,0
816,comm1,74961328,109296,RANK_1STSGT,RANK_1STSGT_FULL400,icon_alien_rank_comm398,75070624,ranked_up_817,,,,,,817,817,,RANK_SGT_FULL_N,,0
817,comm1,75070624,109318,RANK_1STSGT,RANK_1STSGT_FULL401,icon_alien_rank_comm399,75179942,ranked_up_818,,,,,,818,818,,RANK_SGT_FULL_N,,0
818,comm1,75179942,109339,RANK_1STSGT,RANK_1STSGT_FULL402,icon_alien_rank_comm400,75289282,ranked_up_819,,,,,,819,819,,RANK_SGT_FULL_N,,0
819,comm1,75289282,109361,RANK_1STSGT,RANK_1STSGT_FULL403,icon_alien_rank_comm401,75398643,ranked_up_820,,,,,,820,820,,RANK_SGT_FULL_N,,0
820,comm1,75398643,109382,RANK_1STSGT,RANK_1STSGT_FULL404,icon_alien_rank_comm402,75508025,ranked_up_821,,,,,,821,821,,RANK_SGT_FULL_N,,0
821,comm1,75508025,109404,RANK_1STSGT,RANK_1STSGT_FULL405,icon_alien_rank_comm403,75617429,ranked_up_822,,,,,,822,822,,RANK_SGT_FULL_N,,0
822,comm1,75617429,109425,RANK_1STSGT,RANK_1STSGT_FULL406,icon_alien_rank_comm404,75726854,ranked_up_823,,,,,,823,823,,RANK_SGT_FULL_N,,0
823,comm1,75726854,109447,RANK_1STSGT,RANK_1STSGT_FULL407,icon_alien_rank_comm405,75836301,ranked_up_824,,,,,,824,824,,RANK_SGT_FULL_N,,0
824,comm1,75836301,109468,RANK_1STSGT,RANK_1STSGT_FULL408,icon_alien_rank_comm406,75945769,ranked_up_825,,,,,,825,825,,RANK_SGT_FULL_N,,0
825,comm1,75945769,109489,RANK_1STSGT,RANK_1STSGT_FULL409,icon_alien_rank_comm407,76055258,ranked_up_826,,,,,,826,826,,RANK_SGT_FULL_N,,0
826,comm1,76055258,109511,RANK_1STSGT,RANK_1STSGT_FULL410,icon_alien_rank_comm408,76164768,ranked_up_827,,,,,,827,827,,RANK_SGT_FULL_N,,0
827,comm1,76164768,109532,RANK_1STSGT,RANK_1STSGT_FULL411,icon_alien_rank_comm409,76274300,ranked_up_828,,,,,,828,828,,RANK_SGT_FULL_N,,0
828,comm1,76274300,109553,RANK_1STSGT,RANK_1STSGT_FULL412,icon_alien_rank_comm410,76383853,ranked_up_829,,,,,,829,829,,RANK_SGT_FULL_N,,0
829,comm1,76383853,109574,RANK_1STSGT,RANK_1STSGT_FULL413,icon_alien_rank_comm411,76493428,ranked_up_830,,,,,,830,830,,RANK_SGT_FULL_N,,0
830,comm1,76493428,109596,RANK_1STSGT,RANK_1STSGT_FULL414,icon_alien_rank_comm412,76603023,ranked_up_831,,,,,,831,831,,RANK_SGT_FULL_N,,0
831,comm1,76603023,109617,RANK_1STSGT,RANK_1STSGT_FULL415,icon_alien_rank_comm413,76712640,ranked_up_832,,,,,,832,832,,RANK_SGT_FULL_N,,0
832,comm1,76712640,109638,RANK_1STSGT,RANK_1STSGT_FULL416,icon_alien_rank_comm414,76822278,ranked_up_833,,,,,,833,833,,RANK_SGT_FULL_N,,0
833,comm1,76822278,109659,RANK_1STSGT,RANK_1STSGT_FULL417,icon_alien_rank_comm415,76931937,ranked_up_834,,,,,,834,834,,RANK_SGT_FULL_N,,0
834,comm1,76931937,109680,RANK_1STSGT,RANK_1STSGT_FULL418,icon_alien_rank_comm416,77041617,ranked_up_835,,,,,,835,835,,RANK_SGT_FULL_N,,0
835,comm1,77041617,109701,RANK_1STSGT,RANK_1STSGT_FULL419,icon_alien_rank_comm417,77151318,ranked_up_836,,,,,,836,836,,RANK_SGT_FULL_N,,0
836,comm1,77151318,109722,RANK_1STSGT,RANK_1STSGT_FULL420,icon_alien_rank_comm418,77261040,ranked_up_837,,,,,,837,837,,RANK_SGT_FULL_N,,0
837,comm1,77261040,109743,RANK_1STSGT,RANK_1STSGT_FULL421,icon_alien_rank_comm419,77370783,ranked_up_838,,,,,,838,838,,RANK_SGT_FULL_N,,0
838,comm1,77370783,109764,RANK_1STSGT,RANK_1STSGT_FULL422,icon_alien_rank_comm420,77480547,ranked_up_839,,,,,,839,839,,RANK_SGT_FULL_N,,0
839,comm1,77480547,109785,RANK_1STSGT,RANK_1STSGT_FULL423,icon_alien_rank_comm421,77590333,ranked_up_840,,,,,,840,840,,RANK_SGT_FULL_N,,0
840,comm1,77590333,109806,RANK_1STSGT,RANK_1STSGT_FULL424,icon_alien_rank_comm422,77700139,ranked_up_841,,,,,,841,841,,RANK_SGT_FULL_N,,0
841,comm1,77700139,109827,RANK_1STSGT,RANK_1STSGT_FULL425,icon_alien_rank_comm423,77809966,ranked_up_842,,,,,,842,842,,RANK_SGT_FULL_N,,0
842,comm1,77809966,109848,RANK_1STSGT,RANK_1STSGT_FULL426,icon_alien_rank_comm424,77919814,ranked_up_843,,,,,,843,843,,RANK_SGT_FULL_N,,0
843,comm1,77919814,109869,RANK_1STSGT,RANK_1STSGT_FULL427,icon_alien_rank_comm425,78029682,ranked_up_844,,,,,,844,844,,RANK_SGT_FULL_N,,0
844,comm1,78029682,109890,RANK_1STSGT,RANK_1STSGT_FULL428,icon_alien_rank_comm426,78139572,ranked_up_845,,,,,,845,845,,RANK_SGT_FULL_N,,0
845,comm1,78139572,109910,RANK_1STSGT,RANK_1STSGT_FULL429,icon_alien_rank_comm427,78249483,ranked_up_846,,,,,,846,846,,RANK_SGT_FULL_N,,0
846,comm1,78249483,109931,RANK_1STSGT,RANK_1STSGT_FULL430,icon_alien_rank_comm428,78359414,ranked_up_847,,,,,,847,847,,RANK_SGT_FULL_N,,0
847,comm1,78359414,109952,RANK_1STSGT,RANK_1STSGT_FULL431,icon_alien_rank_comm429,78469366,ranked_up_848,,,,,,848,848,,RANK_SGT_FULL_N,,0
848,comm1,78469366,109973,RANK_1STSGT,RANK_1STSGT_FULL432,icon_alien_rank_comm430,78579339,ranked_up_849,,,,,,849,849,,RANK_SGT_FULL_N,,0
849,comm1,78579339,109994,RANK_1STSGT,RANK_1STSGT_FULL433,icon_alien_rank_comm431,78689332,ranked_up_850,,,,,,850,850,,RANK_SGT_FULL_N,,0
850,comm1,78689332,110014,RANK_1STSGT,RANK_1STSGT_FULL434,icon_alien_rank_comm432,78799346,ranked_up_851,,,,,,851,851,,RANK_SGT_FULL_N,,0
851,comm1,78799346,110035,RANK_1STSGT,RANK_1STSGT_FULL435,icon_alien_rank_comm433,78909381,ranked_up_852,,,,,,852,852,,RANK_SGT_FULL_N,,0
852,comm1,78909381,110056,RANK_1STSGT,RANK_1STSGT_FULL436,icon_alien_rank_comm434,79019437,ranked_up_853,,,,,,853,853,,RANK_SGT_FULL_N,,0
853,comm1,79019437,110076,RANK_1STSGT,RANK_1STSGT_FULL437,icon_alien_rank_comm435,79129513,ranked_up_854,,,,,,854,854,,RANK_SGT_FULL_N,,0
854,comm1,79129513,110097,RANK_1STSGT,RANK_1STSGT_FULL438,icon_alien_rank_comm436,79239610,ranked_up_855,,,,,,855,855,,RANK_SGT_FULL_N,,0
855,comm1,79239610,110117,RANK_1STSGT,RANK_1STSGT_FULL439,icon_alien_rank_comm437,79349727,ranked_up_856,,,,,,856,856,,RANK_SGT_FULL_N,,0
856,comm1,79349727,110138,RANK_1STSGT,RANK_1STSGT_FULL440,icon_alien_rank_comm438,79459865,ranked_up_857,,,,,,857,857,,RANK_SGT_FULL_N,,0
857,comm1,79459865,110158,RANK_1STSGT,RANK_1STSGT_FULL441,icon_alien_rank_comm439,79570023,ranked_up_858,,,,,,858,858,,RANK_SGT_FULL_N,,0
858,comm1,79570023,110179,RANK_1STSGT,RANK_1STSGT_FULL442,icon_alien_rank_comm440,79680202,ranked_up_859,,,,,,859,859,,RANK_SGT_FULL_N,,0
859,comm1,79680202,110199,RANK_1STSGT,RANK_1STSGT_FULL443,icon_alien_rank_comm441,79790402,ranked_up_860,,,,,,860,860,,RANK_SGT_FULL_N,,0
860,comm1,79790402,110220,RANK_1STSGT,RANK_1STSGT_FULL444,icon_alien_rank_comm442,79900622,ranked_up_861,,,,,,861,861,,RANK_SGT_FULL_N,,0
861,comm1,79900622,110240,RANK_1STSGT,RANK_1STSGT_FULL445,icon_alien_rank_comm443,80010862,ranked_up_862,,,,,,862,862,,RANK_SGT_FULL_N,,0
862,comm1,80010862,110261,RANK_1STSGT,RANK_1STSGT_FULL446,icon_alien_rank_comm444,80121123,ranked_up_863,,,,,,863,863,,RANK_SGT_FULL_N,,0
863,comm1,80121123,110281,RANK_1STSGT,RANK_1STSGT_FULL447,icon_alien_rank_comm445,80231404,ranked_up_864,,,,,,864,864,,RANK_SGT_FULL_N,,0
864,comm1,80231404,110301,RANK_1STSGT,RANK_1STSGT_FULL448,icon_alien_rank_comm446,80341705,ranked_up_865,,,,,,865,865,,RANK_SGT_FULL_N,,0
865,comm1,80341705,110322,RANK_1STSGT,RANK_1STSGT_FULL449,icon_alien_rank_comm447,80452027,ranked_up_866,,,,,,866,866,,RANK_SGT_FULL_N,,0
866,comm1,80452027,110342,RANK_1STSGT,RANK_1STSGT_FULL450,icon_alien_rank_comm448,80562369,ranked_up_867,,,,,,867,867,,RANK_SGT_FULL_N,,0
867,comm1,80562369,110362,RANK_1STSGT,RANK_1STSGT_FULL451,icon_alien_rank_comm449,80672732,ranked_up_868,,,,,,868,868,,RANK_SGT_FULL_N,,0
868,comm1,80672732,110383,RANK_1STSGT,RANK_1STSGT_FULL452,icon_alien_rank_comm450,80783115,ranked_up_869,,,,,,869,869,,RANK_SGT_FULL_N,,0
869,comm1,80783115,110403,RANK_1STSGT,RANK_1STSGT_FULL453,icon_alien_rank_comm451,80893518,ranked_up_870,,,,,,870,870,,RANK_SGT_FULL_N,,0
870,comm1,80893518,110423,RANK_1STSGT,RANK_1STSGT_FULL454,icon_alien_rank_comm452,81003941,ranked_up_871,,,,,,871,871,,RANK_SGT_FULL_N,,0
871,comm1,81003941,110443,RANK_1STSGT,RANK_1STSGT_FULL455,icon_alien_rank_comm453,81114384,ranked_up_872,,,,,,872,872,,RANK_SGT_FULL_N,,0
872,comm1,81114384,110464,RANK_1STSGT,RANK_1STSGT_FULL456,icon_alien_rank_comm454,81224848,ranked_up_873,,,,,,873,873,,RANK_SGT_FULL_N,,0
873,comm1,81224848,110484,RANK_1STSGT,RANK_1STSGT_FULL457,icon_alien_rank_comm455,81335331,ranked_up_874,,,,,,874,874,,RANK_SGT_FULL_N,,0
874,comm1,81335331,110504,RANK_1STSGT,RANK_1STSGT_FULL458,icon_alien_rank_comm456,81445835,ranked_up_875,,,,,,875,875,,RANK_SGT_FULL_N,,0
875,comm1,81445835,110524,RANK_1STSGT,RANK_1STSGT_FULL459,icon_alien_rank_comm457,81556359,ranked_up_876,,,,,,876,876,,RANK_SGT_FULL_N,,0
876,comm1,81556359,110544,RANK_1STSGT,RANK_1STSGT_FULL460,icon_alien_rank_comm458,81666903,ranked_up_877,,,,,,877,877,,RANK_SGT_FULL_N,,0
877,comm1,81666903,110564,RANK_1STSGT,RANK_1STSGT_FULL461,icon_alien_rank_comm459,81777467,ranked_up_878,,,,,,878,878,,RANK_SGT_FULL_N,,0
878,comm1,81777467,110584,RANK_1STSGT,RANK_1STSGT_FULL462,icon_alien_rank_comm460,81888052,ranked_up_879,,,,,,879,879,,RANK_SGT_FULL_N,,0
879,comm1,81888052,110604,RANK_1STSGT,RANK_1STSGT_FULL463,icon_alien_rank_comm461,81998656,ranked_up_880,,,,,,880,880,,RANK_SGT_FULL_N,,0
880,comm1,81998656,110624,RANK_1STSGT,RANK_1STSGT_FULL464,icon_alien_rank_comm462,82109280,ranked_up_881,,,,,,881,881,,RANK_SGT_FULL_N,,0
881,comm1,82109280,110644,RANK_1STSGT,RANK_1STSGT_FULL465,icon_alien_rank_comm463,82219924,ranked_up_882,,,,,,882,882,,RANK_SGT_FULL_N,,0
882,comm1,82219924,110664,RANK_1STSGT,RANK_1STSGT_FULL466,icon_alien_rank_comm464,82330588,ranked_up_883,,,,,,883,883,,RANK_SGT_FULL_N,,0
883,comm1,82330588,110684,RANK_1STSGT,RANK_1STSGT_FULL467,icon_alien_rank_comm465,82441272,ranked_up_884,,,,,,884,884,,RANK_SGT_FULL_N,,0
884,comm1,82441272,110704,RANK_1STSGT,RANK_1STSGT_FULL468,icon_alien_rank_comm466,82551976,ranked_up_885,,,,,,885,885,,RANK_SGT_FULL_N,,0
885,comm1,82551976,110724,RANK_1STSGT,RANK_1STSGT_FULL469,icon_alien_rank_comm467,82662700,ranked_up_886,,,,,,886,886,,RANK_SGT_FULL_N,,0
886,comm1,82662700,110744,RANK_1STSGT,RANK_1STSGT_FULL470,icon_alien_rank_comm468,82773444,ranked_up_887,,,,,,887,887,,RANK_SGT_FULL_N,,0
887,comm1,82773444,110764,RANK_1STSGT,RANK_1STSGT_FULL471,icon_alien_rank_comm469,82884207,ranked_up_888,,,,,,888,888,,RANK_SGT_FULL_N,,0
888,comm1,82884207,110783,RANK_1STSGT,RANK_1STSGT_FULL472,icon_alien_rank_comm470,82994990,ranked_up_889,,,,,,889,889,,RANK_SGT_FULL_N,,0
889,comm1,82994990,110803,RANK_1STSGT,RANK_1STSGT_FULL473,icon_alien_rank_comm471,83105793,ranked_up_890,,,,,,890,890,,RANK_SGT_FULL_N,,0
890,comm1,83105793,110823,RANK_1STSGT,RANK_1STSGT_FULL474,icon_alien_rank_comm472,83216616,ranked_up_891,,,,,,891,891,,RANK_SGT_FULL_N,,0
891,comm1,83216616,110843,RANK_1STSGT,RANK_1STSGT_FULL475,icon_alien_rank_comm473,83327459,ranked_up_892,,,,,,892,892,,RANK_SGT_FULL_N,,0
892,comm1,83327459,110862,RANK_1STSGT,RANK_1STSGT_FULL476,icon_alien_rank_comm474,83438321,ranked_up_893,,,,,,893,893,,RANK_SGT_FULL_N,,0
893,comm1,83438321,110882,RANK_1STSGT,RANK_1STSGT_FULL477,icon_alien_rank_comm475,83549203,ranked_up_894,,,,,,894,894,,RANK_SGT_FULL_N,,0
894,comm1,83549203,110902,RANK_1STSGT,RANK_1STSGT_FULL478,icon_alien_rank_comm476,83660105,ranked_up_895,,,,,,895,895,,RANK_SGT_FULL_N,,0
895,comm1,83660105,110921,RANK_1STSGT,RANK_1STSGT_FULL479,icon_alien_rank_comm477,83771027,ranked_up_896,,,,,,896,896,,RANK_SGT_FULL_N,,0
896,comm1,83771027,110941,RANK_1STSGT,RANK_1STSGT_FULL480,icon_alien_rank_comm478,83881968,ranked_up_897,,,,,,897,897,,RANK_SGT_FULL_N,,0
897,comm1,83881968,110961,RANK_1STSGT,RANK_1STSGT_FULL481,icon_alien_rank_comm479,83992928,ranked_up_898,,,,,,898,898,,RANK_SGT_FULL_N,,0
898,comm1,83992928,110980,RANK_1STSGT,RANK_1STSGT_FULL482,icon_alien_rank_comm480,84103909,ranked_up_899,,,,,,899,899,,RANK_SGT_FULL_N,,0
899,comm1,84103909,111000,RANK_1STSGT,RANK_1STSGT_FULL483,icon_alien_rank_comm481,84214908,ranked_up_900,,,,,,900,900,,RANK_SGT_FULL_N,,0
900,comm1,84214908,111019,RANK_1STSGT,RANK_1STSGT_FULL484,icon_alien_rank_comm482,84325928,ranked_up_901,,,,,,901,901,,RANK_SGT_FULL_N,,0
901,comm1,84325928,111039,RANK_1STSGT,RANK_1STSGT_FULL485,icon_alien_rank_comm483,84436967,ranked_up_902,,,,,,902,902,,RANK_SGT_FULL_N,,0
902,comm1,84436967,111058,RANK_1STSGT,RANK_1STSGT_FULL486,icon_alien_rank_comm484,84548025,ranked_up_903,,,,,,903,903,,RANK_SGT_FULL_N,,0
903,comm1,84548025,111078,RANK_1STSGT,RANK_1STSGT_FULL487,icon_alien_rank_comm485,84659103,ranked_up_904,,,,,,904,904,,RANK_SGT_FULL_N,,0
904,comm1,84659103,111097,RANK_1STSGT,RANK_1STSGT_FULL488,icon_alien_rank_comm486,84770200,ranked_up_905,,,,,,905,905,,RANK_SGT_FULL_N,,0
905,comm1,84770200,111117,RANK_1STSGT,RANK_1STSGT_FULL489,icon_alien_rank_comm487,84881317,ranked_up_906,,,,,,906,906,,RANK_SGT_FULL_N,,0
906,comm1,84881317,111136,RANK_1STSGT,RANK_1STSGT_FULL490,icon_alien_rank_comm488,84992453,ranked_up_907,,,,,,907,907,,RANK_SGT_FULL_N,,0
907,comm1,84992453,111156,RANK_1STSGT,RANK_1STSGT_FULL491,icon_alien_rank_comm489,85103609,ranked_up_908,,,,,,908,908,,RANK_SGT_FULL_N,,0
908,comm1,85103609,111175,RANK_1STSGT,RANK_1STSGT_FULL492,icon_alien_rank_comm490,85214784,ranked_up_909,,,,,,909,909,,RANK_SGT_FULL_N,,0
909,comm1,85214784,111194,RANK_1STSGT,RANK_1STSGT_FULL493,icon_alien_rank_comm491,85325979,ranked_up_910,,,,,,910,910,,RANK_SGT_FULL_N,,0
910,comm1,85325979,111214,RANK_1STSGT,RANK_1STSGT_FULL494,icon_alien_rank_comm492,85437192,ranked_up_911,,,,,,911,911,,RANK_SGT_FULL_N,,0
911,comm1,85437192,111233,RANK_1STSGT,RANK_1STSGT_FULL495,icon_alien_rank_comm493,85548425,ranked_up_912,,,,,,912,912,,RANK_SGT_FULL_N,,0
912,comm1,85548425,111252,RANK_1STSGT,RANK_1STSGT_FULL496,icon_alien_rank_comm494,85659678,ranked_up_913,,,,,,913,913,,RANK_SGT_FULL_N,,0
913,comm1,85659678,111272,RANK_1STSGT,RANK_1STSGT_FULL497,icon_alien_rank_comm495,85770949,ranked_up_914,,,,,,914,914,,RANK_SGT_FULL_N,,0
914,comm1,85770949,111291,RANK_1STSGT,RANK_1STSGT_FULL498,icon_alien_rank_comm496,85882240,ranked_up_915,,,,,,915,915,,RANK_SGT_FULL_N,,0
915,comm1,85882240,111310,RANK_1STSGT,RANK_1STSGT_FULL499,icon_alien_rank_comm497,85993550,ranked_up_916,,,,,,916,916,,RANK_SGT_FULL_N,,0
916,comm1,85993550,111329,RANK_1STSGT,RANK_1STSGT_FULL500,icon_alien_rank_comm498,86104879,ranked_up_917,,,,,,917,917,,RANK_SGT_FULL_N,,0
917,comm1,86104879,111348,RANK_1STSGT,RANK_1STSGT_FULL501,icon_alien_rank_comm499,86216228,ranked_up_918,,,,,,918,918,,RANK_SGT_FULL_N,,0
918,comm1,86216228,111368,RANK_1STSGT,RANK_1STSGT_FULL502,icon_alien_rank_comm500,86327596,ranked_up_919,,,,,,919,919,,RANK_SGT_FULL_N,,0
919,comm1,86327596,111387,RANK_1STSGT,RANK_1STSGT_FULL503,icon_alien_rank_comm501,86438982,ranked_up_920,,,,,,920,920,,RANK_SGT_FULL_N,,0
920,comm1,86438982,111406,RANK_1STSGT,RANK_1STSGT_FULL504,icon_alien_rank_comm502,86550388,ranked_up_921,,,,,,921,921,,RANK_SGT_FULL_N,,0
921,comm1,86550388,111425,RANK_1STSGT,RANK_1STSGT_FULL505,icon_alien_rank_comm503,86661813,ranked_up_922,,,,,,922,922,,RANK_SGT_FULL_N,,0
922,comm1,86661813,111444,RANK_1STSGT,RANK_1STSGT_FULL506,icon_alien_rank_comm504,86773258,ranked_up_923,,,,,,923,923,,RANK_SGT_FULL_N,,0
923,comm1,86773258,111463,RANK_1STSGT,RANK_1STSGT_FULL507,icon_alien_rank_comm505,86884721,ranked_up_924,,,,,,924,924,,RANK_SGT_FULL_N,,0
924,comm1,86884721,111482,RANK_1STSGT,RANK_1STSGT_FULL508,icon_alien_rank_comm506,86996203,ranked_up_925,,,,,,925,925,,RANK_SGT_FULL_N,,0
925,comm1,86996203,111501,RANK_1STSGT,RANK_1STSGT_FULL509,icon_alien_rank_comm507,87107704,ranked_up_926,,,,,,926,926,,RANK_SGT_FULL_N,,0
